date,phase,weekday,pnl,is_thursday
2021-03-02,backtest_1000_obs,Tuesday,0.835365,False
2021-03-03,backtest_1000_obs,Wednesday,0.983444,False
2021-03-04,backtest_1000_obs,Thursday,0.42078,True
2021-03-05,backtest_1000_obs,Friday,1.89576,False
2021-03-08,backtest_1000_obs,Monday,0.735743,False
2021-03-09,backtest_1000_obs,Tuesday,0.183796,False
2021-03-10,backtest_1000_obs,Wednesday,-0.641659,False
2021-03-11,backtest_1000_obs,Thursday,-0.75584,True
2021-03-12,backtest_1000_obs,Friday,1.725576,False
2021-03-15,backtest_1000_obs,Monday,0.339544,False
2021-03-16,backtest_1000_obs,Tuesday,0.861046,False
2021-03-17,backtest_1000_obs,Wednesday,-1.271964,False
2021-03-18,backtest_1000_obs,Thursday,0.609544,True
2021-03-19,backtest_1000_obs,Friday,0.484747,False
2021-03-22,backtest_1000_obs,Monday,-0.443565,False
2021-03-23,backtest_1000_obs,Tuesday,1.046371,False
2021-03-24,backtest_1000_obs,Wednesday,-0.814003,False
2021-03-25,backtest_1000_obs,Thursday,0.415403,True
2021-03-26,backtest_1000_obs,Friday,0.88964,False
2021-03-29,backtest_1000_obs,Monday,0.548386,False
2021-03-30,backtest_1000_obs,Tuesday,-0.093232,False
2021-03-31,backtest_1000_obs,Wednesday,-0.700166,False
2021-04-01,backtest_1000_obs,Thursday,0.974335,True
2021-04-02,backtest_1000_obs,Friday,0.914088,False
2021-04-05,backtest_1000_obs,Monday,3.163883,False
2021-04-06,backtest_1000_obs,Tuesday,1.078296,False
2021-04-07,backtest_1000_obs,Wednesday,0.769642,False
2021-04-08,backtest_1000_obs,Thursday,1.455307,True
2021-04-09,backtest_1000_obs,Friday,2.064763,False
2021-04-12,backtest_1000_obs,Monday,-0.651614,False
2021-04-13,backtest_1000_obs,Tuesday,0.365219,False
2021-04-14,backtest_1000_obs,Wednesday,0.378642,False
2021-04-15,backtest_1000_obs,Thursday,1.131521,True
2021-04-16,backtest_1000_obs,Friday,-0.090847,False
2021-04-19,backtest_1000_obs,Monday,-0.899235,False
2021-04-20,backtest_1000_obs,Tuesday,-0.351081,False
2021-04-21,backtest_1000_obs,Wednesday,2.660422,False
2021-04-22,backtest_1000_obs,Thursday,0.588553,True
2021-04-23,backtest_1000_obs,Friday,-0.281319,False
2021-04-26,backtest_1000_obs,Monday,1.217597,False
2021-04-27,backtest_1000_obs,Tuesday,-1.193006,False
2021-04-28,backtest_1000_obs,Wednesday,0.545223,False
2021-04-29,backtest_1000_obs,Thursday,2.099579,True
2021-04-30,backtest_1000_obs,Friday,-0.216599,False
2021-05-03,backtest_1000_obs,Monday,1.619913,False
2021-05-04,backtest_1000_obs,Tuesday,1.459438,False
2021-05-05,backtest_1000_obs,Wednesday,-0.642037,False
2021-05-06,backtest_1000_obs,Thursday,-0.579673,True
2021-05-07,backtest_1000_obs,Friday,-0.085421,False
2021-05-10,backtest_1000_obs,Monday,-0.250381,False
2021-05-11,backtest_1000_obs,Tuesday,0.34532,False
2021-05-12,backtest_1000_obs,Wednesday,0.849228,False
2021-05-13,backtest_1000_obs,Thursday,-0.399773,True
2021-05-14,backtest_1000_obs,Friday,-1.248326,False
2021-05-17,backtest_1000_obs,Monday,0.586113,False
2021-05-18,backtest_1000_obs,Tuesday,-0.001569,False
2021-05-19,backtest_1000_obs,Wednesday,-0.654033,False
2021-05-20,backtest_1000_obs,Thursday,0.41543,True
2021-05-21,backtest_1000_obs,Friday,-1.287736,False
2021-05-24,backtest_1000_obs,Monday,-1.803201,False
2021-05-25,backtest_1000_obs,Tuesday,-1.260634,False
2021-05-26,backtest_1000_obs,Wednesday,2.761733,False
2021-05-27,backtest_1000_obs,Thursday,0.654901,True
2021-05-28,backtest_1000_obs,Friday,1.451995,False
2021-05-31,backtest_1000_obs,Monday,-1.163338,False
2021-06-01,backtest_1000_obs,Tuesday,0.028148,False
2021-06-02,backtest_1000_obs,Wednesday,0.522517,False
2021-06-03,backtest_1000_obs,Thursday,0.589145,True
2021-06-04,backtest_1000_obs,Friday,-0.442671,False
2021-06-07,backtest_1000_obs,Monday,0.27804,False
2021-06-08,backtest_1000_obs,Tuesday,0.790261,False
2021-06-09,backtest_1000_obs,Wednesday,0.153499,False
2021-06-10,backtest_1000_obs,Thursday,0.692964,True
2021-06-11,backtest_1000_obs,Friday,0.231126,False
2021-06-14,backtest_1000_obs,Monday,1.017378,False
2021-06-15,backtest_1000_obs,Tuesday,-0.871508,False
2021-06-16,backtest_1000_obs,Wednesday,0.567801,False
2021-06-17,backtest_1000_obs,Thursday,-0.773767,True
2021-06-18,backtest_1000_obs,Friday,-1.516008,False
2021-06-21,backtest_1000_obs,Monday,2.311477,False
2021-06-22,backtest_1000_obs,Tuesday,1.421973,False
2021-06-23,backtest_1000_obs,Wednesday,0.472284,False
2021-06-24,backtest_1000_obs,Thursday,-1.739032,True
2021-06-25,backtest_1000_obs,Friday,0.692551,False
2021-06-28,backtest_1000_obs,Monday,1.081853,False
2021-06-29,backtest_1000_obs,Tuesday,0.09255,False
2021-06-30,backtest_1000_obs,Wednesday,0.015967,False
2021-07-01,backtest_1000_obs,Thursday,0.245296,True
2021-07-02,backtest_1000_obs,Friday,-1.163138,False
2021-07-05,backtest_1000_obs,Monday,0.926734,False
2021-07-06,backtest_1000_obs,Tuesday,-0.313954,False
2021-07-07,backtest_1000_obs,Wednesday,-1.48872,False
2021-07-08,backtest_1000_obs,Thursday,0.643113,True
2021-07-09,backtest_1000_obs,Friday,0.514362,False
2021-07-12,backtest_1000_obs,Monday,-1.190079,False
2021-07-13,backtest_1000_obs,Tuesday,1.599384,False
2021-07-14,backtest_1000_obs,Wednesday,-0.356513,False
2021-07-15,backtest_1000_obs,Thursday,-0.010959,True
2021-07-16,backtest_1000_obs,Friday,-0.630155,False
2021-07-19,backtest_1000_obs,Monday,-0.02688,False
2021-07-20,backtest_1000_obs,Tuesday,0.111848,False
2021-07-21,backtest_1000_obs,Wednesday,-1.255872,False
2021-07-22,backtest_1000_obs,Thursday,-1.506438,True
2021-07-23,backtest_1000_obs,Friday,1.90222,False
2021-07-26,backtest_1000_obs,Monday,1.042651,False
2021-07-27,backtest_1000_obs,Tuesday,-1.591728,False
2021-07-28,backtest_1000_obs,Wednesday,0.024756,False
2021-07-29,backtest_1000_obs,Thursday,-0.65978,True
2021-07-30,backtest_1000_obs,Friday,-1.719723,False
2021-08-02,backtest_1000_obs,Monday,0.168026,False
2021-08-03,backtest_1000_obs,Tuesday,-0.788077,False
2021-08-04,backtest_1000_obs,Wednesday,0.519243,False
2021-08-05,backtest_1000_obs,Thursday,-0.793247,True
2021-08-06,backtest_1000_obs,Friday,-0.586041,False
2021-08-09,backtest_1000_obs,Monday,0.597597,False
2021-08-10,backtest_1000_obs,Tuesday,-0.22525,False
2021-08-11,backtest_1000_obs,Wednesday,0.498652,False
2021-08-12,backtest_1000_obs,Thursday,-0.587691,True
2021-08-13,backtest_1000_obs,Friday,-1.2738,False
2021-08-16,backtest_1000_obs,Monday,-0.94369,False
2021-08-17,backtest_1000_obs,Tuesday,-0.342473,False
2021-08-18,backtest_1000_obs,Wednesday,1.348516,False
2021-08-19,backtest_1000_obs,Thursday,-0.445918,True
2021-08-20,backtest_1000_obs,Friday,0.159353,False
2021-08-23,backtest_1000_obs,Monday,0.63592,False
2021-08-24,backtest_1000_obs,Tuesday,0.937546,False
2021-08-25,backtest_1000_obs,Wednesday,1.597769,False
2021-08-26,backtest_1000_obs,Thursday,1.076813,True
2021-08-27,backtest_1000_obs,Friday,-0.25461,False
2021-08-30,backtest_1000_obs,Monday,0.047643,False
2021-08-31,backtest_1000_obs,Tuesday,-1.233383,False
2021-09-01,backtest_1000_obs,Wednesday,1.941912,False
2021-09-02,backtest_1000_obs,Thursday,0.604314,True
2021-09-03,backtest_1000_obs,Friday,1.195749,False
2021-09-06,backtest_1000_obs,Monday,-0.572741,False
2021-09-07,backtest_1000_obs,Tuesday,0.678736,False
2021-09-08,backtest_1000_obs,Wednesday,0.432206,False
2021-09-09,backtest_1000_obs,Thursday,-1.395087,True
2021-09-10,backtest_1000_obs,Friday,-0.369701,False
2021-09-13,backtest_1000_obs,Monday,-2.068907,False
2021-09-14,backtest_1000_obs,Tuesday,0.41141,False
2021-09-15,backtest_1000_obs,Wednesday,0.53844,False
2021-09-16,backtest_1000_obs,Thursday,0.577224,True
2021-09-17,backtest_1000_obs,Friday,2.669223,False
2021-09-20,backtest_1000_obs,Monday,-0.612348,False
2021-09-21,backtest_1000_obs,Tuesday,0.935965,False
2021-09-22,backtest_1000_obs,Wednesday,-0.619553,False
2021-09-23,backtest_1000_obs,Thursday,0.26758,True
2021-09-24,backtest_1000_obs,Friday,0.349669,False
2021-09-27,backtest_1000_obs,Monday,-0.576439,False
2021-09-28,backtest_1000_obs,Tuesday,-0.771396,False
2021-09-29,backtest_1000_obs,Wednesday,1.355923,False
2021-09-30,backtest_1000_obs,Thursday,0.14821,True
2021-10-01,backtest_1000_obs,Friday,0.229921,False
2021-10-04,backtest_1000_obs,Monday,0.625596,False
2021-10-05,backtest_1000_obs,Tuesday,0.585721,False
2021-10-06,backtest_1000_obs,Wednesday,-0.492553,False
2021-10-07,backtest_1000_obs,Thursday,1.084342,True
2021-10-08,backtest_1000_obs,Friday,-1.091052,False
2021-10-11,backtest_1000_obs,Monday,-0.175769,False
2021-10-12,backtest_1000_obs,Tuesday,-0.137507,False
2021-10-13,backtest_1000_obs,Wednesday,-0.413994,False
2021-10-14,backtest_1000_obs,Thursday,-0.6677,True
2021-10-15,backtest_1000_obs,Friday,-0.77341,False
2021-10-18,backtest_1000_obs,Monday,0.138564,False
2021-10-19,backtest_1000_obs,Tuesday,0.929132,False
2021-10-20,backtest_1000_obs,Wednesday,0.097745,False
2021-10-21,backtest_1000_obs,Thursday,-0.850551,True
2021-10-22,backtest_1000_obs,Friday,0.41059,False
2021-10-25,backtest_1000_obs,Monday,-0.140639,False
2021-10-26,backtest_1000_obs,Tuesday,-1.226393,False
2021-10-27,backtest_1000_obs,Wednesday,-1.099063,False
2021-10-28,backtest_1000_obs,Thursday,-0.028394,True
2021-10-29,backtest_1000_obs,Friday,2.492946,False
2021-11-01,backtest_1000_obs,Monday,-0.78783,False
2021-11-02,backtest_1000_obs,Tuesday,1.152443,False
2021-11-03,backtest_1000_obs,Wednesday,1.235211,False
2021-11-04,backtest_1000_obs,Thursday,-0.872088,True
2021-11-05,backtest_1000_obs,Friday,-1.014413,False
2021-11-08,backtest_1000_obs,Monday,-0.33219,False
2021-11-09,backtest_1000_obs,Tuesday,-0.316329,False
2021-11-10,backtest_1000_obs,Wednesday,2.071735,False
2021-11-11,backtest_1000_obs,Thursday,-0.064876,True
2021-11-12,backtest_1000_obs,Friday,-1.733836,False
2021-11-15,backtest_1000_obs,Monday,0.535011,False
2021-11-16,backtest_1000_obs,Tuesday,2.792805,False
2021-11-17,backtest_1000_obs,Wednesday,0.011754,False
2021-11-18,backtest_1000_obs,Thursday,-1.704481,True
2021-11-19,backtest_1000_obs,Friday,-0.036675,False
2021-11-22,backtest_1000_obs,Monday,-0.223085,False
2021-11-23,backtest_1000_obs,Tuesday,0.350576,False
2021-11-24,backtest_1000_obs,Wednesday,-1.726329,False
2021-11-25,backtest_1000_obs,Thursday,0.745646,True
2021-11-26,backtest_1000_obs,Friday,-2.010022,False
2021-11-29,backtest_1000_obs,Monday,0.308904,False
2021-11-30,backtest_1000_obs,Tuesday,-0.774869,False
2021-12-01,backtest_1000_obs,Wednesday,0.916555,False
2021-12-02,backtest_1000_obs,Thursday,-1.276993,True
2021-12-03,backtest_1000_obs,Friday,1.165881,False
2021-12-06,backtest_1000_obs,Monday,1.087053,False
2021-12-07,backtest_1000_obs,Tuesday,2.136723,False
2021-12-08,backtest_1000_obs,Wednesday,-1.5677,False
2021-12-09,backtest_1000_obs,Thursday,1.663245,True
2021-12-10,backtest_1000_obs,Friday,2.417786,False
2021-12-13,backtest_1000_obs,Monday,0.690347,False
2021-12-14,backtest_1000_obs,Tuesday,-1.375406,False
2021-12-15,backtest_1000_obs,Wednesday,-1.806729,False
2021-12-16,backtest_1000_obs,Thursday,-2.005769,True
2021-12-17,backtest_1000_obs,Friday,0.594341,False
2021-12-20,backtest_1000_obs,Monday,0.018901,False
2021-12-21,backtest_1000_obs,Tuesday,-0.723099,False
2021-12-22,backtest_1000_obs,Wednesday,0.1997,False
2021-12-23,backtest_1000_obs,Thursday,0.467402,True
2021-12-24,backtest_1000_obs,Friday,-0.649439,False
2021-12-27,backtest_1000_obs,Monday,0.785659,False
2021-12-28,backtest_1000_obs,Tuesday,-1.196644,False
2021-12-29,backtest_1000_obs,Wednesday,0.658276,False
2021-12-30,backtest_1000_obs,Thursday,0.277021,True
2021-12-31,backtest_1000_obs,Friday,0.37353,False
2022-01-03,backtest_1000_obs,Monday,0.310107,False
2022-01-04,backtest_1000_obs,Tuesday,0.489311,False
2022-01-05,backtest_1000_obs,Wednesday,-0.686568,False
2022-01-06,backtest_1000_obs,Thursday,-1.589865,True
2022-01-07,backtest_1000_obs,Friday,-1.047567,False
2022-01-10,backtest_1000_obs,Monday,0.954063,False
2022-01-11,backtest_1000_obs,Tuesday,2.010824,False
2022-01-12,backtest_1000_obs,Wednesday,-0.300397,False
2022-01-13,backtest_1000_obs,Thursday,1.626034,True
2022-01-14,backtest_1000_obs,Friday,1.564464,False
2022-01-17,backtest_1000_obs,Monday,0.909691,False
2022-01-18,backtest_1000_obs,Tuesday,1.404318,False
2022-01-19,backtest_1000_obs,Wednesday,-0.079513,False
2022-01-20,backtest_1000_obs,Thursday,0.118961,True
2022-01-21,backtest_1000_obs,Friday,0.861342,False
2022-01-24,backtest_1000_obs,Monday,-0.632884,False
2022-01-25,backtest_1000_obs,Tuesday,1.763031,False
2022-01-26,backtest_1000_obs,Wednesday,-0.462196,False
2022-01-27,backtest_1000_obs,Thursday,0.499069,True
2022-01-28,backtest_1000_obs,Friday,-1.844678,False
2022-01-31,backtest_1000_obs,Monday,3.771619,False
2022-02-01,backtest_1000_obs,Tuesday,-1.588437,False
2022-02-02,backtest_1000_obs,Wednesday,1.853711,False
2022-02-03,backtest_1000_obs,Thursday,-0.395469,True
2022-02-04,backtest_1000_obs,Friday,-0.594028,False
2022-02-07,backtest_1000_obs,Monday,-0.714472,False
2022-02-08,backtest_1000_obs,Tuesday,-0.300477,False
2022-02-09,backtest_1000_obs,Wednesday,-0.562358,False
2022-02-10,backtest_1000_obs,Thursday,0.989898,True
2022-02-11,backtest_1000_obs,Friday,0.339017,False
2022-02-14,backtest_1000_obs,Monday,-1.163529,False
2022-02-15,backtest_1000_obs,Tuesday,-0.497908,False
2022-02-16,backtest_1000_obs,Wednesday,0.66574,False
2022-02-17,backtest_1000_obs,Thursday,0.302632,True
2022-02-18,backtest_1000_obs,Friday,-0.395745,False
2022-02-21,backtest_1000_obs,Monday,1.674901,False
2022-02-22,backtest_1000_obs,Tuesday,2.357397,False
2022-02-23,backtest_1000_obs,Wednesday,-1.18769,False
2022-02-24,backtest_1000_obs,Thursday,-1.465355,True
2022-02-25,backtest_1000_obs,Friday,1.289179,False
2022-02-28,backtest_1000_obs,Monday,0.648985,False
2022-03-01,backtest_1000_obs,Tuesday,-2.20612,False
2022-03-02,backtest_1000_obs,Wednesday,0.582217,False
2022-03-03,backtest_1000_obs,Thursday,0.913969,True
2022-03-04,backtest_1000_obs,Friday,0.1229,False
2022-03-07,backtest_1000_obs,Monday,-0.828018,False
2022-03-08,backtest_1000_obs,Tuesday,-0.363687,False
2022-03-09,backtest_1000_obs,Wednesday,-1.146246,False
2022-03-10,backtest_1000_obs,Thursday,-0.610469,True
2022-03-11,backtest_1000_obs,Friday,-0.897428,False
2022-03-14,backtest_1000_obs,Monday,-0.794481,False
2022-03-15,backtest_1000_obs,Tuesday,-1.027382,False
2022-03-16,backtest_1000_obs,Wednesday,2.083404,False
2022-03-17,backtest_1000_obs,Thursday,0.360349,True
2022-03-18,backtest_1000_obs,Friday,1.912248,False
2022-03-21,backtest_1000_obs,Monday,-0.958646,False
2022-03-22,backtest_1000_obs,Tuesday,1.063831,False
2022-03-23,backtest_1000_obs,Wednesday,-1.283358,False
2022-03-24,backtest_1000_obs,Thursday,-0.20113,True
2022-03-25,backtest_1000_obs,Friday,2.472517,False
2022-03-28,backtest_1000_obs,Monday,0.32542,False
2022-03-29,backtest_1000_obs,Tuesday,-1.102103,False
2022-03-30,backtest_1000_obs,Wednesday,-0.91415,False
2022-03-31,backtest_1000_obs,Thursday,-0.813172,True
2022-04-01,backtest_1000_obs,Friday,0.245993,False
2022-04-04,backtest_1000_obs,Monday,1.512252,False
2022-04-05,backtest_1000_obs,Tuesday,0.612038,False
2022-04-06,backtest_1000_obs,Wednesday,-0.732428,False
2022-04-07,backtest_1000_obs,Thursday,1.363779,True
2022-04-08,backtest_1000_obs,Friday,-1.291441,False
2022-04-11,backtest_1000_obs,Monday,0.79461,False
2022-04-12,backtest_1000_obs,Tuesday,0.368035,False
2022-04-13,backtest_1000_obs,Wednesday,0.349891,False
2022-04-14,backtest_1000_obs,Thursday,-0.578084,True
2022-04-15,backtest_1000_obs,Friday,-0.076602,False
2022-04-18,backtest_1000_obs,Monday,1.083802,False
2022-04-19,backtest_1000_obs,Tuesday,0.759471,False
2022-04-20,backtest_1000_obs,Wednesday,-0.03512,False
2022-04-21,backtest_1000_obs,Thursday,1.262067,True
2022-04-22,backtest_1000_obs,Friday,0.124641,False
2022-04-25,backtest_1000_obs,Monday,-1.158122,False
2022-04-26,backtest_1000_obs,Tuesday,-1.194263,False
2022-04-27,backtest_1000_obs,Wednesday,2.18664,False
2022-04-28,backtest_1000_obs,Thursday,-0.008176,True
2022-04-29,backtest_1000_obs,Friday,1.061356,False
2022-05-02,backtest_1000_obs,Monday,0.167082,False
2022-05-03,backtest_1000_obs,Tuesday,-1.155245,False
2022-05-04,backtest_1000_obs,Wednesday,-0.508039,False
2022-05-05,backtest_1000_obs,Thursday,0.747425,True
2022-05-06,backtest_1000_obs,Friday,-0.664192,False
2022-05-09,backtest_1000_obs,Monday,-0.611039,False
2022-05-10,backtest_1000_obs,Tuesday,-0.457637,False
2022-05-11,backtest_1000_obs,Wednesday,-0.632028,False
2022-05-12,backtest_1000_obs,Thursday,0.170685,True
2022-05-13,backtest_1000_obs,Friday,-0.908362,False
2022-05-16,backtest_1000_obs,Monday,-0.195145,False
2022-05-17,backtest_1000_obs,Tuesday,-1.171002,False
2022-05-18,backtest_1000_obs,Wednesday,0.619202,False
2022-05-19,backtest_1000_obs,Thursday,0.625602,True
2022-05-20,backtest_1000_obs,Friday,1.301405,False
2022-05-23,backtest_1000_obs,Monday,0.257797,False
2022-05-24,backtest_1000_obs,Tuesday,0.007106,False
2022-05-25,backtest_1000_obs,Wednesday,0.843537,False
2022-05-26,backtest_1000_obs,Thursday,0.923662,True
2022-05-27,backtest_1000_obs,Friday,-0.798968,False
2022-05-30,backtest_1000_obs,Monday,0.022125,False
2022-05-31,backtest_1000_obs,Tuesday,1.440499,False
2022-06-01,backtest_1000_obs,Wednesday,-1.852163,False
2022-06-02,backtest_1000_obs,Thursday,-0.693058,True
2022-06-03,backtest_1000_obs,Friday,0.34361,False
2022-06-06,backtest_1000_obs,Monday,-0.3945,False
2022-06-07,backtest_1000_obs,Tuesday,0.161301,False
2022-06-08,backtest_1000_obs,Wednesday,-0.394584,False
2022-06-09,backtest_1000_obs,Thursday,-0.727082,True
2022-06-10,backtest_1000_obs,Friday,1.752398,False
2022-06-13,backtest_1000_obs,Monday,-0.484688,False
2022-06-14,backtest_1000_obs,Tuesday,0.758906,False
2022-06-15,backtest_1000_obs,Wednesday,1.848313,False
2022-06-16,backtest_1000_obs,Thursday,-0.063101,True
2022-06-17,backtest_1000_obs,Friday,-0.887988,False
2022-06-20,backtest_1000_obs,Monday,1.48393,False
2022-06-21,backtest_1000_obs,Tuesday,-0.384121,False
2022-06-22,backtest_1000_obs,Wednesday,-0.575612,False
2022-06-23,backtest_1000_obs,Thursday,0.874787,True
2022-06-24,backtest_1000_obs,Friday,-0.392085,False
2022-06-27,backtest_1000_obs,Monday,1.114693,False
2022-06-28,backtest_1000_obs,Tuesday,0.700788,False
2022-06-29,backtest_1000_obs,Wednesday,0.052754,False
2022-06-30,backtest_1000_obs,Thursday,-0.037229,True
2022-07-01,backtest_1000_obs,Friday,0.736592,False
2022-07-04,backtest_1000_obs,Monday,0.225424,False
2022-07-05,backtest_1000_obs,Tuesday,0.750207,False
2022-07-06,backtest_1000_obs,Wednesday,1.015619,False
2022-07-07,backtest_1000_obs,Thursday,-1.194316,True
2022-07-08,backtest_1000_obs,Friday,-1.056926,False
2022-07-11,backtest_1000_obs,Monday,1.008702,False
2022-07-12,backtest_1000_obs,Tuesday,0.017101,False
2022-07-13,backtest_1000_obs,Wednesday,-1.58031,False
2022-07-14,backtest_1000_obs,Thursday,0.5967,True
2022-07-15,backtest_1000_obs,Friday,0.901669,False
2022-07-18,backtest_1000_obs,Monday,0.348227,False
2022-07-19,backtest_1000_obs,Tuesday,2.459216,False
2022-07-20,backtest_1000_obs,Wednesday,1.329118,False
2022-07-21,backtest_1000_obs,Thursday,-0.68863,True
2022-07-22,backtest_1000_obs,Friday,2.142188,False
2022-07-25,backtest_1000_obs,Monday,-0.970604,False
2022-07-26,backtest_1000_obs,Tuesday,1.276241,False
2022-07-27,backtest_1000_obs,Wednesday,-0.697051,False
2022-07-28,backtest_1000_obs,Thursday,-0.822694,True
2022-07-29,backtest_1000_obs,Friday,-1.631941,False
2022-08-01,backtest_1000_obs,Monday,-1.860875,False
2022-08-02,backtest_1000_obs,Tuesday,-0.952524,False
2022-08-03,backtest_1000_obs,Wednesday,-0.039096,False
2022-08-04,backtest_1000_obs,Thursday,-0.17925,True
2022-08-05,backtest_1000_obs,Friday,-0.357668,False
2022-08-08,backtest_1000_obs,Monday,0.207846,False
2022-08-09,backtest_1000_obs,Tuesday,-1.002187,False
2022-08-10,backtest_1000_obs,Wednesday,0.356129,False
2022-08-11,backtest_1000_obs,Thursday,0.692014,True
2022-08-12,backtest_1000_obs,Friday,-0.225229,False
2022-08-15,backtest_1000_obs,Monday,0.161268,False
2022-08-16,backtest_1000_obs,Tuesday,0.45776,False
2022-08-17,backtest_1000_obs,Wednesday,-1.652945,False
2022-08-18,backtest_1000_obs,Thursday,1.403603,True
2022-08-19,backtest_1000_obs,Friday,-1.205731,False
2022-08-22,backtest_1000_obs,Monday,-1.005764,False
2022-08-23,backtest_1000_obs,Tuesday,1.670779,False
2022-08-24,backtest_1000_obs,Wednesday,1.757058,False
2022-08-25,backtest_1000_obs,Thursday,0.044043,True
2022-08-26,backtest_1000_obs,Friday,-0.043787,False
2022-08-29,backtest_1000_obs,Monday,0.998586,False
2022-08-30,backtest_1000_obs,Tuesday,1.092892,False
2022-08-31,backtest_1000_obs,Wednesday,-1.313651,False
2022-09-01,backtest_1000_obs,Thursday,-0.099975,True
2022-09-02,backtest_1000_obs,Friday,0.465975,False
2022-09-05,backtest_1000_obs,Monday,0.094305,False
2022-09-06,backtest_1000_obs,Tuesday,1.318018,False
2022-09-07,backtest_1000_obs,Wednesday,1.71351,False
2022-09-08,backtest_1000_obs,Thursday,-0.020369,True
2022-09-09,backtest_1000_obs,Friday,1.22276,False
2022-09-12,backtest_1000_obs,Monday,-0.818757,False
2022-09-13,backtest_1000_obs,Tuesday,-0.767007,False
2022-09-14,backtest_1000_obs,Wednesday,0.116256,False
2022-09-15,backtest_1000_obs,Thursday,-0.067233,True
2022-09-16,backtest_1000_obs,Friday,-0.595816,False
2022-09-19,backtest_1000_obs,Monday,0.545612,False
2022-09-20,backtest_1000_obs,Tuesday,-0.131452,False
2022-09-21,backtest_1000_obs,Wednesday,1.289631,False
2022-09-22,backtest_1000_obs,Thursday,-1.547183,True
2022-09-23,backtest_1000_obs,Friday,-0.422613,False
2022-09-26,backtest_1000_obs,Monday,-1.632319,False
2022-09-27,backtest_1000_obs,Tuesday,-0.92707,False
2022-09-28,backtest_1000_obs,Wednesday,-1.240533,False
2022-09-29,backtest_1000_obs,Thursday,0.191333,True
2022-09-30,backtest_1000_obs,Friday,0.400677,False
2022-10-03,backtest_1000_obs,Monday,2.344201,False
2022-10-04,backtest_1000_obs,Tuesday,-0.582529,False
2022-10-05,backtest_1000_obs,Wednesday,0.192034,False
2022-10-06,backtest_1000_obs,Thursday,-0.667828,True
2022-10-07,backtest_1000_obs,Friday,0.109832,False
2022-10-10,backtest_1000_obs,Monday,0.081021,False
2022-10-11,backtest_1000_obs,Tuesday,-1.268244,False
2022-10-12,backtest_1000_obs,Wednesday,0.633838,False
2022-10-13,backtest_1000_obs,Thursday,-0.21651,True
2022-10-14,backtest_1000_obs,Friday,0.49716,False
2022-10-17,backtest_1000_obs,Monday,1.409696,False
2022-10-18,backtest_1000_obs,Tuesday,-0.180691,False
2022-10-19,backtest_1000_obs,Wednesday,-1.891675,False
2022-10-20,backtest_1000_obs,Thursday,-0.62002,True
2022-10-21,backtest_1000_obs,Friday,-2.133142,False
2022-10-24,backtest_1000_obs,Monday,-0.761078,False
2022-10-25,backtest_1000_obs,Tuesday,-0.579887,False
2022-10-26,backtest_1000_obs,Wednesday,0.554933,False
