Date,ADANIPORTS,ASIANPAINT,AXISBANK,BAJAJ-AUTO,BAJFINANCE,BAJAJFINSV,BPCL,BHARTIARTL,BRITANNIA,CIPLA,COALINDIA,DIVISLAB,DRREDDY,EICHERMOT,GRASIM,HCLTECH,HDFCBANK,HDFCLIFE,HEROMOTOCO,HINDALCO,HINDUNILVR,ICICIBANK,ITC,IOC,INDUSINDBK,INFY,JSWSTEEL,KOTAKBANK,LT,M&M,MARUTI,NTPC,NESTLEIND,ONGC,POWERGRID,RELIANCE,SBILIFE,SHREECEM,SBIN,SUNPHARMA,TCS,TATACONSUM,TATAMOTORS,TATASTEEL,TECHM,TITAN,UPL,ULTRACEMCO,WIPRO
15-01-2015,315.0731812,789.7938843,497.9050293,1822.693604,374.9082031,128.2232971,137.903656,306.5716553,842.3552246,607.1204224,177.9399567,778.3671265,2987.855713,1322.424805,540.4877319,323.4299011,465.6257629,,2259.186523,133.0735321,799.1065063,292.8600769,186.3629456,33.21353149,790.5911255,424.5255127,80.44929504,696.7516479,903.6633301,580.8386841,3328.365723,78.74398041,6055.826172,151.7690735,74.98747253,405.4232178,,9634.588867,296.1123962,775.1798706,1062.439941,138.7810669,525.4431763,13.4451952,540.7974854,357.0295715,218.4919434,2986.808105,197.404007
16-01-2015,315.3114319,793.6520386,498.6315002,1824.352173,382.4447632,126.0946655,137.1443939,300.8675537,839.9817505,615.9697266,183.059082,785.9644775,3029.577393,1341.871338,535.8242188,332.7171326,469.4701843,,2218.719971,129.9319458,816.015625,293.6900635,187.5085144,33.25801086,792.0192871,421.3528442,81.23641968,694.2390137,914.0282593,592.8818359,3319.920654,79.42279816,6212.445801,152.0319061,77.29558563,407.9799194,,9582.621094,291.6286926,797.5651245,1059.531982,137.5773926,518.3445435,13.39801884,547.6307983,367.7623291,223.1028748,2974.262207,195.8339539
19-01-2015,312.9288025,782.7837524,512.3370972,1812.102905,378.9436035,125.1297989,134.21138,307.5369263,831.2496948,625.913208,183.1315613,785.9644775,3064.706299,1352.790161,538.1817627,333.8639832,470.970459,,2175.5354,131.5261993,773.9596558,299.4584351,186.831604,33.28765869,789.4486694,418.210083,80.92158508,691.3035278,927.2929077,605.4247437,3328.779053,80.18648529,6291.376465,152.2070923,77.5578537,412.6474609,,9908.104492,289.5023499,810.0014648,1050.682129,139.5835724,530.914917,13.4451952,544.3843384,374.6958923,223.6453247,2992.087402,206.1186981
20-01-2015,314.9777832,789.652832,534.0820313,1812.366699,379.2349548,131.4959412,134.720993,311.4419556,836.5193481,629.7191772,184.6287231,777.8850708,3048.386719,1354.19751,543.9356079,339.4465332,478.6593933,,2165.849121,135.6993866,776.4743652,305.2268372,193.2363434,33.28271484,800.2075195,422.5264282,83.27883148,694.4130859,935.7340088,602.2662964,3309.7771,80.80874634,6291.865723,153.4335327,77.32180786,423.6244812,,10100.57422,294.1248169,818.7301636,1046.267578,139.4052582,551.3233643,14.04799938,544.68573,373.8410034,223.8261566,2999.789551,208.3062134
21-01-2015,313.8818359,801.0385132,530.0623779,1844.328735,370.7513733,128.5814667,136.0730743,323.8154297,834.0369263,612.2587891,189.240799,770.8615723,3075.724854,1343.851563,557.4473267,342.5119019,478.1905823,,2201.453125,134.2926788,816.7961426,305.8078308,183.6552582,32.62052155,802.2070313,431.6167297,82.85211945,690.6567383,950.0895996,602.175415,3336.535645,81.17645264,6296.757324,151.5719452,77.05952454,425.3601379,,10072.46582,301.566925,831.5420532,1051.853394,140.8764191,543.7318726,13.87676907,543.6552734,386.5208435,219.5768585,2959.439697,207.7064056
22-01-2015,313.9294739,815.9526367,547.0126953,1842.556885,373.0094299,129.1335297,136.6763458,324.6929626,827.9832153,623.0584717,191.4381714,760.1885986,3099.143555,1338.833496,561.300415,338.137207,478.8000488,,2173.659424,134.5271454,819.137207,306.9282837,182.5877991,32.77865601,805.7297974,436.8977966,82.29699707,690.4078979,955.1141968,604.4022217,3302.157471,79.30969238,6311.919434,154.5722961,77.82013702,414.5707703,,10533.08887,300.1339111,863.5479126,1051.748901,141.6343231,558.5205688,14.09692383,536.1900635,379.682312,217.1960602,3024.978271,211.5673065
23-01-2015,330.6076355,811.2007446,547.4000854,1840.446411,375.8745422,130.526123,140.3582153,337.0664063,833.8627319,644.8010254,190.6171112,770.4943237,3088.402344,1324.059692,558.8914185,334.27005,488.9035034,,2191.997803,135.7931671,837.0435791,307.6752319,181.9629211,32.71441269,816.2982788,440.5976868,84.12397003,689.2387695,982.6773682,618.9221191,3310.83252,80.27133942,6455.375977,152.7764893,78.44963074,416.0484924,,10654.60547,302.7225342,869.8832397,1047.585938,143.6850433,580.161377,14.08643913,540.5933228,378.8274841,215.8097687,3049.633301,214.1472015
27-01-2015,328.9397888,837.9241333,573.5037231,1824.126099,404.9526672,136.8126831,143.9568787,345.929657,833.7320557,672.7758179,184.7976837,775.1077881,2961.900635,1406.522949,567.2827148,328.1191711,503.554657,,2188.130859,133.6362152,816.7961426,318.2990723,187.5345612,32.72430038,821.9158325,424.9730835,84.22341156,690.7562256,1000.305847,601.90271,3385.371094,80.97846222,6536.931641,153.4115753,78.65946198,417.0570679,,10479.52637,305.1261597,857.8694458,1049.031982,142.1246948,596.0346069,13.92219734,547.5725708,380.5371399,211.3495026,3024.009277,212.9906921
28-01-2015,323.316925,856.5079956,572.0507813,1808.258179,419.8171692,144.2730103,146.9107056,327.8521729,833.4707031,669.4453735,185.3530579,798.3588867,2986.4729,1428.465576,573.8690186,336.8583679,496.1939697,,2193.758789,131.4324036,809.7721558,318.7555542,188.6540985,33.42108536,827.1525269,426.5743408,82.44612122,672.2479248,975.2408447,598.1989746,3420.162598,80.80874634,6496.020996,155.0103302,78.39718628,425.407074,,10681.36523,309.33255,853.8803711,1064.775513,141.5451355,580.9008179,13.66884518,558.5953979,411.5005798,213.5193787,3041.738037,216.0865631
29-01-2015,327.9867554,829.2672729,580.6712646,1812.705811,400.9561462,145.2528076,152.6519165,329.7827759,831.1189575,663.6410522,181.079071,811.7401733,3101.033936,1440.581787,579.3502808,334.736969,513.3768311,,2202.487305,133.5424347,816.4925537,315.6430969,192.7677155,34.42920303,834.1029053,426.7633057,82.62012482,662.4214478,989.9124756,589.3370361,3386.19751,80.24307251,6416.33252,154.1343231,78.05619812,435.9853821,,10524.15332,302.306427,863.3132935,1066.892822,141.0993042,590.168457,13.64263535,564.6315918,419.6213684,220.1193085,3064.02002,214.4674683
30-01-2015,325.0323486,807.1075439,569.6293335,1802.905884,393.3952332,143.9895325,155.7721558,327.9399109,822.6917725,662.0234375,174.2695618,799.8277588,2981.125244,1422.839966,572.2998047,363.7253723,505.1017456,,2194.064697,131.0104065,808.6448975,299.3754272,191.9085388,34.32543182,828.5330811,426.0471802,80.98786926,657.8441162,976.5042114,574.9308472,3348.148193,81.26130676,6326.150879,153.8934174,77.63655853,429.3475647,,10596.40723,285.6195068,861.3890381,1040.646729,141.5005798,576.9078979,13.64438248,557.6523438,408.9836121,222.0179443,3042.31958,215.8374481
02-02-2015,320.1242676,760.388916,597.9122925,1770.944336,404.0349121,150.1318665,155.7305603,315.3032532,827.526001,661.7857056,171.4926605,775.7046509,2894.317139,1447.828979,561.1384277,383.8730774,507.0943604,,2169.333008,136.2151794,787.3568115,292.0300293,187.7949371,33.59899521,832.6747437,425.0426636,82.60769653,672.8448486,996.3436279,564.069397,3368.435059,80.3562088,6278.658203,153.2364044,77.5578537,425.9700623,,10526.90527,284.2790222,872.0420532,1054.125977,145.8695068,584.1543579,13.41374397,562.8139648,411.453125,237.3575897,2990.68335,222.4383545
03-02-2015,312.4046326,766.5993652,568.1763916,1704.193726,405.2197876,146.0684967,151.3102264,326.0531616,838.0437012,644.5630493,172.2412415,761.9790039,2846.41748,1427.01001,572.8744507,385.750824,498.88974,,2153.407227,137.3405457,789.828064,287.6726685,190.6067505,32.6897049,820.1068115,421.8700562,81.65486908,649.9332886,989.1088257,544.9821777,3311.888672,81.45929718,6295.424316,157.4412384,77.21689606,439.8320618,,10479.1377,277.6227417,883.4459839,1072.594849,143.0608826,594.8022461,13.31764412,567.4992676,410.5982361,250.9191742,3010.543213,221.1751404
04-02-2015,306.162262,756.3899536,541.0558472,1692.547363,398.8971863,146.3569489,149.9789276,323.7714844,824.9128418,645.1339111,176.7808838,751.0307007,2855.406982,1391.68335,574.2301636,387.4021301,500.5775146,,2166.500488,142.9203949,780.3331909,286.0541382,191.4138641,33.12952423,821.9633179,426.2361145,82.44197845,642.5697632,969.5275879,550.3222046,3265.7146,81.20340729,6205.819824,161.4270935,76.71854401,435.7038879,,10324.53516,270.9201965,900.05896,1054.168335,141.3668213,583.0698242,13.60070038,554.4934082,408.4612732,258.9355469,3000.225342,220.338913
05-02-2015,297.537323,762.9765625,548.1265259,1692.547363,401.1601257,146.8393555,156.0113525,320.0419617,807.230957,630.2902222,178.6401978,744.5809326,2832.495605,1384.519409,572.8081665,402.1410828,504.7032471,,2180.130127,138.8410187,788.2672729,278.5428467,192.0907745,33.07516861,823.9628906,436.3707275,80.9091568,640.7786255,966.0821533,536.1203003,3233.723145,79.6964798,6135.913574,156.2148285,75.35466003,433.3115234,,10627.46191,268.8400879,900.6221313,1070.142578,137.9786377,580.9008179,13.25299549,557.5067749,396.8261719,251.9136353,2968.449463,227.1177368
06-02-2015,286.1008911,750.5560913,545.4630127,1675.963257,392.6134644,146.1231995,152.0486755,323.1572876,818.4017334,623.2963257,175.7908478,736.5245361,2806.90918,1362.681763,560.6520996,398.481842,493.9200134,,2125.765869,138.1376648,785.4057007,273.3554077,194.4860687,32.37343979,804.8252563,443.6707764,79.61243439,630.3303833,966.7424316,522.5095215,3215.272461,79.61117554,6122.927246,153.7400665,75.24974823,426.8378906,,10696.24121,268.3778687,869.9302368,1079.932251,135.8833313,551.7177734,12.88257408,556.0679932,395.7813416,258.1821289,2914.439697,228.8969574
09-02-2015,286.0532837,756.2017822,536.2129517,1710.525635,389.1656494,144.1884918,148.0651703,312.4950562,819.708252,599.1276855,174.1729889,742.9284058,2857.436035,1321.4021,546.4332275,406.5545959,487.6376648,,2089.39624,137.4343262,780.5498657,265.6365356,191.5700531,31.58275795,785.6403198,447.3305664,77.56173706,630.006897,902.9456177,505.9900208,3131.46167,78.92880249,6079.21582,156.0834503,74.2006073,420.6456604,,10690.10547,258.3934631,883.633606,1053.581299,133.3421936,535.0064697,12.14173508,548.3113403,391.5548096,249.2917633,2870.262939,230.5160522
10-02-2015,302.9219666,773.6565552,536.6971436,1709.621094,388.8548889,142.8903809,145.2570038,312.5389099,841.9634399,609.1187134,177.7950592,748.9188843,2886.388184,1322.940796,561.8752441,394.1294861,494.3653564,,2082.772705,139.9194946,769.7973633,274.7663879,192.6115112,30.73277092,800.5407715,453.1786194,77.76889801,639.7089233,902.5148926,518.1693726,3115.443359,77.99051666,6042.53125,155.3388519,76.11528778,413.7498779,,10628.28418,265.6044006,863.0785522,1023.498657,135.1254578,556.1543579,12.50167084,537.0455322,403.8547058,255.9520264,2873.605469,228.6656799
11-02-2015,310.7845459,791.1113892,551.3713379,1719.157104,399.3973999,140.2842255,148.2940216,312.4950562,840.4173584,605.5980835,179.7026672,752.1782227,2906.579834,1411.07312,566.4207153,398.6856995,496.2173767,,2108.193604,140.5290833,780.6799316,277.7958069,193.2623901,31.43450165,814.5368652,454.4815063,81.02100372,646.1520996,926.0583496,515.0791626,3171.347412,79.6964798,6119.816895,151.0901337,76.45627594,422.5221252,,10707.54199,264.3563843,868.9916992,1031.360229,137.621994,551.0275879,12.755023,552.4521484,404.8519592,262.5820923,2914.10083,227.1711121
12-02-2015,320.7913513,775.1149292,560.572937,1705.47522,400.7473755,149.1123199,146.8275299,309.5113525,856.8798218,628.625061,178.0848236,754.8178711,3071.436768,1435.258057,563.930542,404.5364685,504.4689331,,2149.693604,143.2955475,769.8406372,281.4892883,192.8718567,31.17259026,828.2949829,459.7226257,80.52386475,645.1072388,947.5057983,515.5562744,3260.528076,80.80534363,6069.612793,151.7471771,78.81681061,426.4860535,,10736.22949,262.8309631,866.8798218,1032.302979,138.3798523,553.8867188,12.76550865,565.5841675,404.3770752,266.4999084,2940.354736,230.1602325
13-02-2015,319.6000671,777.9379272,562.8491821,1704.231445,406.394989,150.2860413,150.7902069,311.5296936,881.0075073,634.9050903,182.479538,758.8115234,3083.192871,1422.096802,568.7488403,406.2794189,499.6868591,,2184.41748,143.9988861,774.1763916,285.3901672,196.8553009,30.66358566,833.4364014,456.7192688,81.6962738,651.5255127,954.4539185,541.9602051,3320.241455,81.45929718,6255.53418,148.7249298,79.47254181,430.4031067,,10915.27441,283.7705994,882.7890015,1064.419067,140.3414459,557.5839844,12.8091898,561.1616211,405.2793884,258.9355469,3015.338135,235.1064758
16-02-2015,315.692627,784.901062,552.3883667,1705.022949,418.229187,147.5655365,150.9878235,317.1021423,885.9287109,638.996582,182.0932465,753.1881104,3089.923584,1403.187866,568.0562744,404.6281738,500.5072021,,2147.740967,141.5606384,786.4897461,280.5762329,202.8695374,31.42461967,821.5826416,453.2681885,82.12714386,643.0422974,946.5870361,550.0949097,3279.070557,81.88578796,6356.657227,149.1191559,80.12826538,423.5072021,,10685.90234,283.5394592,858.5734863,1083.726807,138.3352814,566.0628052,12.92276001,563.6887817,396.5412292,257.0369263,2982.690674,235.3910828
18-02-2015,318.1228638,772.5744019,551.6134644,1688.77832,419.4674988,147.6252136,151.7782593,308.8970947,895.3359985,644.8010254,183.6869354,764.1824951,3092.689453,1481.533813,569.8466187,414.4745483,503.9062805,,2039.588135,142.2170715,791.6057739,284.1867371,204.7701416,32.82807541,823.4391479,456.7987976,80.6357193,650.6796265,955.1430664,558.161438,3272.507324,83.0515213,6376.178223,145.6808014,81.17739105,422.9677734,,10528.06543,282.6149597,861.4360352,1105.046753,139.851059,576.0698853,12.84238815,562.2695313,408.176239,251.8533936,3012.916504,238.0599518
19-02-2015,318.1705627,784.8538818,547.4969482,1667.859619,418.5399475,145.9491272,154.3888397,313.0215454,906.3546143,649.3682251,185.4255829,765.0546265,3119.105225,1454.704712,557.8746338,417.5323792,506.2503967,,2040.507324,146.5309601,787.4868774,280.9912415,202.6873322,33.92020035,816.4411621,462.4080811,85.97167206,650.4060059,975.355835,568.0231323,3300.229736,83.39270782,6262.695313,146.0531158,80.94134521,423.155426,,10629.20117,279.5179443,860.4035645,1124.081421,139.984787,568.4290161,13.1132164,550.1970215,411.0256653,257.9410706,2966.706055,234.6794281
20-02-2015,313.5482788,776.9497681,543.8646851,1663.525635,407.0553284,146.3569489,154.3056335,306.5716553,913.5189209,643.1832886,184.8460541,776.7374878,3138.467773,1430.375488,554.1246948,407.8694763,503.0858459,,2035.874634,146.8122864,780.6366577,274.6834106,206.2281494,32.91701889,834.8171387,454.1333923,84.86553955,645.9281616,963.3256226,568.9776001,3256.351318,82.82404327,6382.759766,144.848587,80.39054871,409.5748596,,10731.25586,279.4717102,857.1185913,1121.775635,142.3921661,571.7317505,13.09399414,546.3186035,413.4951477,253.782135,2920.010742,231.2989197
23-02-2015,308.2112732,761.800354,531.8057251,1644.189575,404.2728577,142.8058472,153.8584137,304.7726135,897.3393555,636.7130127,185.5462952,773.5928955,3125.467285,1397.138306,544.5471191,401.8046875,500.4838562,,2027.452271,145.2180481,768.4099731,273.0649109,203.2080078,33.39637756,826.0098877,450.6524963,82.62012482,655.182312,968.7235107,573.1812134,3255.020264,83.0515213,6225.118164,142.2862701,81.78066254,399.4187317,,10732.75293,274.1559448,852.8479614,1130.621582,139.048584,566.1121216,12.83714581,540.2044678,398.6782837,251.4315033,2885.134521,231.2099457
24-02-2015,318.361084,752.34375,534.4693604,1651.954102,400.1743469,142.2288818,157.5298767,300.1654968,902.8268433,644.4677734,185.5462952,774.5570068,3097.760742,1384.930176,542.4992065,402.834259,500.5541382,,2030.131592,144.0926819,792.2994995,270.6164856,206.0458679,32.49697876,822.7727661,452.0846252,84.49266815,671.8249512,988.3047485,572.0222778,3293.941895,83.36425781,6234.27832,137.9937897,82.22654724,394.7276917,,10614.80762,273.8785706,854.5374146,1134.018066,138.691925,556.4500732,12.54884815,542.6443481,401.2427368,249.5931549,2895.306396,232.3664246
25-02-2015,312.7858887,765.7994385,535.6316528,1643.285278,396.4011536,142.3681641,156.3961639,305.9133911,901.2589722,643.5639038,186.7053223,801.3885498,3023.630371,1363.43811,540.5098267,404.2917175,493.4277649,,2009.574097,144.0926819,782.0674438,267.6700439,208.1287384,32.33884048,817.440918,460.9957886,82.86871338,667.9689941,974.982666,575.8397217,3286.230713,83.0515213,6272.300293,138.9136047,81.07249451,395.525177,,10687.5459,273.2314758,836.0471191,1120.370605,136.8641052,560.1965942,12.26229572,537.0552368,401.0527344,247.8753052,2947.863037,236.2095642
26-02-2015,311.9281006,745.1455078,534.9536743,1609.288208,397.8919373,139.2248993,155.1377258,306.5716553,895.2705688,627.4831543,185.6187134,789.866394,2998.597168,1329.252441,530.1367188,402.7118225,486.7234192,,2007.812378,140.4352722,768.6266479,266.6741028,206.0198364,32.38331985,804.8252563,449.160614,82.21411896,663.3916626,963.5842285,567.8868408,3209.993896,87.20267487,6242.861328,139.8771973,80.12826538,394.9856567,,10619.15723,267.5458069,812.5357666,1113.76709,136.0170898,552.7529297,12.0631094,534.2460327,402.335022,245.5246735,2884.504639,234.1100616
27-02-2015,329.9881287,759.4951172,549.3373413,1621.085327,398.8874207,141.4629517,154.8153076,311.7052917,907.3778687,637.3790283,190.8827972,780.0197754,3022.431641,1381.796143,551.8482666,412.2015076,494.1545105,,2046.364258,145.4993744,769.2770996,278.2523193,205.004425,32.9763298,823.1060181,450.6823425,83.65583038,665.5809326,1010.039001,581.9294434,3308.721191,90.10280609,6244.195801,142.2424622,82.41014099,401.3420715,,10626.7373,277.2529602,824.9250488,1116.240845,139.1377563,567.0487061,12.25356197,551.2856445,413.4951477,253.0287476,3028.223633,232.8290405
02-03-2015,314.8349304,776.8557129,627.2121582,1563.606812,424.5518188,144.3724976,162.1477966,306.3082886,924.3413696,682.1958618,190.6413422,809.9268188,3122.562988,1435.965942,587.5134277,412.7825012,507.5397339,,2009.574097,146.8122864,811.3330688,289.7060852,178.7345276,34.66147614,899.2754517,455.8439941,83.4238205,698.8909912,1060.08313,580.8614502,3406.989502,90.69989014,6216.758301,140.1838684,82.20033264,405.4232178,,11058.95898,279.1943359,868.3815308,1119.196777,141.1884918,576.7599487,12.31995773,556.0097656,391.7922058,254.8670502,3264.606445,236.4586639
03-03-2015,320.7436829,788.8059692,611.569458,1596.209351,420.5260925,147.719696,162.4181976,306.4838867,944.4840698,696.4210815,193.4954224,813.897583,3142.155762,1390.673584,589.0603638,414.0769348,507.914856,,2018.723389,148.8285675,806.173645,289.3741455,177.8493195,35.22483063,893.6578979,457.0674133,82.99298096,700.8811035,1063.27002,559.7293701,3404.419434,90.24495697,6311.209473,140.3809052,81.59706879,422.5690308,,11064.18066,279.7490845,885.1353149,1163.890625,145.8249359,566.0135498,12.34092331,565.4287109,395.0215759,252.2752991,3255.936035,239.2876129
04-03-2015,316.4073792,787.3945313,593.505127,1599.677124,418.8799438,146.242569,160.2756958,308.2389526,937.4503784,691.8062134,189.3671265,798.49646,3126.06665,1402.912476,572.1156006,415.0555115,499.4523621,,2007.812378,143.5768738,794.3806152,289.9551392,179.2552185,33.7126503,864.713501,452.4525452,82.18927002,701.6523438,1055.374512,550.3902588,3376.650635,89.56257629,6492.196289,140.4028168,81.02003479,416.4941711,,10855.72266,271.6598511,944.5010376,1151.3125,141.1884918,566.0135498,12.16619682,559.7909546,390.747467,250.2862701,3206.963867,234.6794281
05-03-2015,317.4080505,784.6657104,597.4279175,1597.076172,421.6867676,152.1013794,161.492569,305.2991638,962.819397,703.65271,185.4936676,813.7369385,3173.135986,1398.816895,557.6610107,420.9674377,508.735321,,1998.012085,138.8878937,814.8449097,288.6270447,180.2966461,34.46379471,869.4741211,447.0721436,82.16027832,702.6473999,1048.569946,558.3660278,3376.97168,89.93219757,6488.817871,140.1400299,81.38724518,415.1336975,,10774.5332,271.6135864,974.9581909,1130.537842,142.035553,562.661377,11.99496651,559.5285645,385.381134,254.1739349,3089.983643,237.6329346
09-03-2015,309.736145,764.6703491,573.0193481,1590.442627,409.3571167,146.2923126,158.923584,301.394043,957.8544312,698.6096191,182.1043549,808.8711548,3197.154297,1372.477173,546.7206421,421.1100769,496.4986267,,1990.202271,132.0419617,846.3217773,276.2188416,176.1830139,34.58734131,852.3360596,435.6246948,79.51716614,678.9397583,1011.96283,548.4362183,3370.133057,86.32126617,6567.39209,138.4099121,79.16889954,407.9564514,,10726.08887,268.701416,977.0700073,1109.721436,141.8126221,557.1403198,11.75209427,546.5421753,379.6348572,263.0944214,2970.435303,234.8929443
10-03-2015,302.6360474,760.2478638,567.062561,1605.066528,406.2103882,144.9394836,158.96521,322.8939819,938.996521,694.0899048,188.9338989,809.3071899,3169.263184,1394.157593,545.0114136,416.7170105,493.4746094,,2004.328613,129.4630432,829.9765015,276.9243469,176.2871704,34.20188522,853.8118286,437.2060547,78.26189423,670.5811157,1006.306824,558.1842651,3347.597412,85.26926422,6578.821289,137.7090759,78.24682617,403.0308228,,10642.62988,265.8818054,961.7242432,1108.002441,140.2077026,552.3093262,11.58785248,552.072998,385.0487366,261.5272827,2923.013672,232.8290405
