Date,c,rsi,target_position,executed_position,return,strategy_return,strategy_equity,buy_hold_equity,order_action,order_reason
2017-04-03,9237.849609375,70.69203024369347,-1,-1.0,0.006987285393105225,-0.006987285393105225,0.9067076955174965,1.129390501788007,,
2017-04-05,9265.150390625,72.17655878725033,-1,-1.0,0.002955317785461098,-0.002955317785461098,0.9040280861387192,1.132728209624672,,
2017-04-06,9261.9501953125,71.71797685454241,-1,-1.0,-0.00034540133484917135,0.00034540133484917135,0.9043403386464126,1.1323369637890464,,
2017-04-07,9198.2998046875,63.126953998918786,-1,-1.0,-0.006872244968150865,0.006872244968150865,0.9105551869881713,1.124555266787396,,
2017-04-10,9181.4501953125,61.04235942218198,-1,-1.0,-0.0018318178068531532,0.0018318178068531532,0.9122231581938186,1.1224952864249043,,
2017-04-11,9237.0,65.13053412811249,-1,-1.0,0.006050221207523521,-0.006050221207523521,0.9067040062961202,1.1292866312121774,,
2017-04-12,9203.4501953125,60.969138539931365,-1,-1.0,-0.003632110499891761,0.003632110499891761,0.9099972554376823,1.1251849373815643,,
2017-04-13,9150.7998046875,55.02720115105677,-1,-1.0,-0.005720723153564311,0.005720723153564311,0.9152030978065446,1.1187480658582438,,
2017-04-17,9139.2998046875,53.794003176149076,-1,-1.0,-0.0012567207506942735,0.0012567207506942735,0.9163532525306579,1.1173421119490807,,
2017-04-18,9105.150390625,50.196517553565506,-1,-1.0,-0.003736545992832463,0.003736545992832463,0.9197772486044203,1.1131671117580544,,
2017-04-19,9103.5,50.022409849813855,-1,-1.0,-0.00018125901870869043,0.00018125901870869043,0.9199439665259329,1.1129653401797184,,
2017-04-20,9136.400390625,53.48600431754893,-1,-1.0,0.003614037526775471,-0.003614037526775471,0.9166192545083776,1.1169876386851283,,
2017-04-21,9119.400390625,51.499950168093264,-1,-1.0,-0.0018606890321317682,0.0018606890321317682,0.918324797901882,1.1149092720368001,,
2017-04-24,9217.9501953125,60.62717991338454,-1,-1.0,0.010806610135114969,-0.010806610135114969,0.9084008198335481,1.1269576618757267,,
2017-04-25,9306.599609375,66.69829010815069,-1,-1.0,0.00961704198701141,-0.00961704198701141,0.8996646910081734,1.1377956610275697,,
2017-04-26,9351.849609375,69.30043354965277,-1,-1.0,0.004862141050359314,-0.004862141050359314,0.8952903943824637,1.1433277840179725,,
2017-04-27,9342.150390625,68.07259889849801,-1,-1.0,-0.001037144431864756,0.001037144431864756,0.8962189398298996,1.142141987972982,,
2017-04-28,9304.0498046875,63.32617243330616,-1,-1.0,-0.004078352878555069,0.004078352878555069,0.8998740369229705,1.1374839299086137,,
2017-05-02,9313.7998046875,64.01759298068725,-1,-1.0,0.0010479307618374012,-0.0010479307618374012,0.8989310312379001,1.1386759343098607,,
2017-05-03,9311.9501953125,63.77196607622916,-1,-1.0,-0.00019858805361794296,0.00019858805361794296,0.8991095482017304,1.1384498068723645,,
2017-05-04,9359.900390625,67.27723711990568,-1,-1.0,0.005149318274558334,-0.005149318274558334,0.8944797469743453,1.1443120472675599,,
2017-05-05,9285.2998046875,57.89224760276434,-1,-1.0,-0.007970232889681239,0.007970232889681239,0.9016089588728339,1.1351916137523694,,
2017-05-08,9314.0498046875,60.19668633831179,-1,-1.0,0.0030962920535411165,-0.0030962920535411165,0.8988173142180744,1.1387064985252775,,
2017-05-09,9316.849609375,60.42383562533723,-1,-1.0,0.0003006001413146109,-0.0003006001413146109,0.8985471296064045,1.13904879385965,,
2017-05-10,9407.2998046875,66.97982165758631,-1,-1.0,0.009708238203339103,-0.009708238203339103,0.8898238200352588,1.1501069508756656,,
2017-05-11,9422.400390625,67.93482930282232,-1,-1.0,0.0016051987553300506,-0.0016051987553300506,0.8883954759468752,1.1519531011217077,,
2017-05-12,9400.900390625,65.05010203384015,-1,-1.0,-0.002281796475279485,0.002281796475279485,0.890422613612545,1.149324578595881,,
2017-05-15,9445.400390625,68.07206626273012,-1,-1.0,0.004733589140501593,-0.004733589140501593,0.8862077187982916,1.154765008940034,,
2017-05-16,9512.25,71.99018183994423,-1,-1.0,0.007077477566896029,-0.007077477566896029,0.8799356035488867,1.1629378323858437,,
2017-05-17,9525.75,72.71829277130138,-1,-1.0,0.0014192225814082526,-0.0014192225814082526,0.878686779070145,1.1645883000183397,,
2017-05-18,9429.4501953125,60.614067183408956,-1,-1.0,-0.010109419697924005,0.010109419697924005,0.887569792502782,1.1528149881181624,,
2017-05-19,9427.900390625,60.43970515244723,-1,-1.0,-0.00016435790585866972,0.00016435790585866972,0.8877156716151811,1.1526255138608728,,
2017-05-22,9438.25,61.24152507864845,-1,-1.0,0.001097763971423804,-0.001097763971423804,0.8867411693340136,1.153890824622533,,
2017-05-23,9386.150390625,55.17858751354066,-1,-1.0,-0.00552004973114717,0.00552004973114717,0.8916360246873929,1.1475212898863023,,
2017-05-24,9360.5498046875,52.431758391444234,-1,-1.0,-0.0027274851639997877,0.0027274851639997877,0.8940679487164155,1.1443914425927635,,
2017-05-25,9509.75,63.755845606438385,-1,-1.0,0.015939255537936958,-0.015939255537936958,0.8798171712135454,1.1626321902316779,,
2017-05-26,9595.099609375,68.39146065940889,-1,-1.0,0.008974958266515953,-0.008974958266515953,0.8719208488197397,1.1730667656183151,,
2017-05-29,9604.900390625,68.88361617233014,-1,-1.0,0.00102143611312,-0.00102143611312,0.871030237376973,1.1742649783758186,,
2017-05-30,9624.5498046875,69.89566295040642,-1,-1.0,0.0020457696866569286,-0.0020457696866569286,0.8692483101211856,1.1766672540726826,,
2017-05-31,9621.25,69.48693163261662,-1,-1.0,-0.0003428528870922376,0.0003428528870922376,0.8695463344139108,1.1762638303074768,,
2017-06-01,9616.099609375,68.81056923555124,-1,-1.0,-0.0005353140834091219,0.0005353140834091219,0.8700118148128995,1.1756341597133084,,
2017-06-02,9653.5,71.01676398171111,-1,-1.0,0.00388935141525959,-0.00388935141525959,0.8666280331296643,1.1802066140962169,,
2017-06-05,9675.099609375,72.23811309226716,-1,-1.0,0.002237489964779682,-0.002237489964779682,0.8646889616023399,1.1828473145516238,,
2017-06-06,9637.150390625,66.9037220089308,-1,-1.0,-0.003922359487981697,0.003922359487981697,0.868080582555034,1.1782077621645586,,
2017-06-07,9663.900390625,68.66049720487808,-1,-1.0,0.002775716774745085,-0.002775716774745085,0.8656710367202055,1.1814781332141335,,
2017-06-08,9647.25,66.30140408184229,-1,-1.0,-0.0017229472523487832,0.0017229472523487832,0.8671625422543605,1.179442508710802,,
2017-06-09,9668.25,67.8039253153041,-1,-1.0,0.0021767861307626646,-0.0021767861307626646,0.8652749148592643,1.1820099028057955,,
2017-06-12,9616.400390625,60.6174290764472,-1,-1.0,-0.005362874292141773,0.005362874292141773,0.8699152754557982,1.1756709322849814,,
2017-06-13,9606.900390625,59.375680234260045,-1,-1.0,-0.0009878956380873216,0.0009878956380873216,0.8707746609619265,1.174509492099151,,
2017-06-14,9618.150390625,60.40995480914066,-1,-1.0,0.0011710332721861505,-0.0011710332721861505,0.8697549548613634,1.1758848817928975,,
2017-06-15,9578.0498046875,55.03165283454329,-1,-1.0,-0.0041692616884621,0.0041692616884621,0.873381190873017,1.1709823100051966,,
2017-06-16,9588.0498046875,56.08171735850295,-1,-1.0,0.001044053873587636,-0.001044053873587636,0.8724693338575674,1.1722048786218602,,
2017-06-19,9657.5498046875,62.61556970344559,-1,-1.0,0.007248606485755094,-0.007248606485755094,0.866145146985545,1.1807017305076724,,
2017-06-20,9653.5,62.03640174947203,-1,-1.0,-0.0004193408027297618,0.0004193408027297618,0.8665083569867624,1.1802066140962169,,
2017-06-21,9633.599609375,59.14154511809609,-1,-1.0,-0.0020614689620345183,0.0020614689620345183,0.8682946370700341,1.1777736547924698,,
2017-06-22,9630.0,58.60879724376768,-1,-1.0,-0.00037365154469337636,0.00037365154469337636,0.8686190767024243,1.1773335778470575,,
2017-06-23,9574.9501953125,51.03699525110489,-1,-1.0,-0.005716490621754944,0.005716490621754944,0.873584529508271,1.1706033614906175,,
2017-06-27,9511.400390625,43.97418750944701,-1,-1.0,-0.006637089842891464,0.006637089842891464,0.8793825885159774,1.1628339618100134,,
2017-06-28,9491.25,41.98995906708597,-1,-1.0,-0.0021185514012070916,0.0021185514012070916,0.8812456057310751,1.1603704382908495,,
2017-06-29,9504.099609375,43.73351066694729,-1,-1.0,0.0013538374160411148,-0.0013538374160411148,0.8800525424573146,1.1619413912066756,,
2017-06-30,9520.900390625,46.018079255584055,-1,-1.0,0.0017677404426008625,-0.0017677404426008625,0.8784968379863991,1.1639954019958436,,
2017-07-03,9615.0,56.63771397944189,-1,-1.0,0.009883477981521338,-0.009883477981521338,0.8698142338313244,1.1754997249220616,,
2017-07-04,9613.2998046875,56.42173902518038,-1,-1.0,-0.00017682738559543498,0.00017682738559543498,0.8699680408082464,1.1752918643789354,,
2017-07-05,9637.599609375,58.83767921990627,-1,-1.0,0.0025277277502206985,-0.0025277277502206985,0.8677689984496902,1.1782626822391347,,
2017-07-06,9674.5498046875,62.263586065748,-1,-1.0,0.003833962481337938,-0.003833962481337938,0.8644420046671659,1.182780097156,,
2017-07-07,9665.7998046875,60.96949659303477,-1,-1.0,-0.0009044348498532528,0.0009044348498532528,0.8652238361418639,1.1817103496164194,,
2017-07-10,9771.0498046875,69.24875762207016,-1,-1.0,0.010888907501369838,-0.010888907501369838,0.8558024938221348,1.194577884306804,,
2017-07-11,9786.0498046875,70.2183517795645,-1,-1.0,0.001535147225716127,-0.001535147225716127,0.8544887109979828,1.1964117372317995,,
2017-07-12,9816.099609375,72.11518917891297,-1,-1.0,0.0030706776776372458,-0.0030706776776372458,0.8518648515873283,1.2000855320465804,,
2017-07-13,9891.7001953125,76.21893832158115,-1,-1.0,0.007701693029408263,-0.007701693029408263,0.8453040499978602,1.2093282224234372,,
2017-07-14,9886.349609375,75.37347936034405,-1,-1.0,-0.0005409167111671831,0.0005409167111671831,0.8457612890845214,1.2086740765786423,,
2017-07-17,9915.9501953125,76.90007446053676,-1,-1.0,0.0029940865038224906,-0.0029940865038224906,0.8432290066234179,1.2122929513188465,,
2017-07-18,9827.150390625,64.06894797481687,-1,-1.0,-0.008955249163058343,0.008955249163058343,0.8507803324792489,1.201436565881167,,
2017-07-19,9899.599609375,68.66305455974671,-1,-1.0,0.007372352703497453,-0.007372352703497453,0.8445080797950131,1.2102939799957217,,
2017-07-20,9873.2998046875,65.39435579070017,-1,-1.0,-0.002656653372384299,0.002656653372384299,0.8467516450332062,1.2070786484121896,,
2017-07-21,9915.25,68.01029786698265,-1,-1.0,0.004248852576378193,-0.004248852576378193,0.8431539221246545,1.212207347637387,,
2017-07-24,9966.400390625,70.8989152088482,-1,-1.0,0.005158759549683589,-0.005158759549683589,0.8388042937770407,1.218460833868208,,
2017-07-25,9964.5498046875,70.6503506953895,-1,-1.0,-0.00018568247962835738,0.00018568247962835738,0.8389600450382322,1.2182345870392453,,
2017-07-26,10020.650390625,73.66461935986788,-1,-1.0,0.0056300171143817135,-0.0056300171143817135,0.8342366856263845,1.225093268613608,,
2017-07-27,10020.5498046875,73.65001419608356,-1,-1.0,-1.0037865166290239e-05,1.0037865166290239e-05,0.8342450595817515,1.2250809712925614,,
2017-07-28,10014.5,72.71618523407042,-1,-1.0,-0.0006037397952625145,0.0006037397952625145,0.8347487265232222,1.2243413411577733,,
2017-07-31,10077.099609375,76.09386740007338,-1,-1.0,0.006250897136651945,-0.006250897136651945,0.8295307980987743,1.231994572941501,,
2017-08-01,10114.650390625,77.86414746404311,-1,-1.0,0.0037263481265050746,-0.0037263481265050746,0.8264396775634006,1.2365854136102459,,
2017-08-02,10081.5,72.74287950869757,-1,-1.0,-0.0032774628232060676,0.0032774628232060676,0.8291483028822372,1.2325325508894194,,
2017-08-03,10013.650390625,63.5324671919974,-1,-1.0,-0.006730110536626532,0.006730110536626532,0.834728562611891,1.2242374705819432,,
2017-08-04,10066.400390625,67.0278565541213,-1,-1.0,0.0052678092346210015,-0.0052678092346210015,0.8303313717813622,1.2306865200348438,,
2017-08-07,10057.400390625,65.8678317537545,-1,-1.0,-0.000894063384204502,0.000894063384204502,0.8310737406576282,1.2295862082798465,,
2017-08-08,9978.5498046875,56.622031833068306,-1,-1.0,-0.007840056363968673,0.007840056363968673,0.8375894056269982,1.219946183102574,,
2017-08-09,9908.0498046875,49.880333062157625,-1,-1.0,-0.007065154895241621,0.007065154895241621,0.8435071045163663,1.2113270743550955,,
2017-08-10,9820.25,43.01184589155762,-1,-1.0,-0.008861461782919355,0.008861461782919355,0.8509818104866592,1.2005929457790823,,
2017-08-11,9710.7998046875,36.30125111709719,-1,-1.0,-0.011145357329243155,0.011145357329243155,0.8604663068452192,1.1872119083914057,,
2017-08-14,9794.150390625,43.527113989148674,-1,-1.0,0.008583287433983067,-0.008583287433983067,0.8530806772063088,1.1974020894461768,,
2017-08-16,9897.2998046875,50.943586607042015,-1,-1.0,0.010531736796816515,-0.010531736796816515,0.8440962560475219,1.2100128130921821,,
2017-08-17,9904.150390625,51.400084279855875,-1,-1.0,0.0006921671640436333,-0.0006921671640436333,0.8435120003357937,1.2108503442294767,,
2017-08-18,9837.400390625,46.82759339559363,-1,-1.0,-0.006739598791147605,0.006739598791147605,0.8491969327935752,1.202689698713247,,
2017-08-21,9754.349609375,41.84034078951097,-1,-1.0,-0.008442350412935062,0.008442350412935062,0.8563661508698084,1.1925361708386824,,
2017-08-22,9765.5498046875,42.72623490813584,-1,-1.0,0.0011482257414410224,-0.0011482257414410224,0.8553828492112809,1.193905471567639,,
2017-08-23,9852.5,49.19598691167077,-1,-1.0,0.008903768559017866,-0.008903768559017866,0.8477667182925505,1.2045357295678223,,
2017-08-24,9857.0498046875,49.517338917349456,-1,-1.0,0.00046179189926420783,-0.00046179189926420783,0.8473752264895772,1.205091974410111,,
2017-08-28,9912.7998046875,53.40641074080528,-1,-1.0,0.005655850493267112,-0.005655850493267112,0.8425825988968538,1.2119077944480106,,
2017-08-29,9796.0498046875,45.50104765761838,-1,-1.0,-0.011777701789638884,0.011777701789638884,0.8525062854797998,1.1976343058484629,,
2017-08-30,9884.400390625,51.36770138296575,-1,-1.0,0.009019001301445284,-0.009019001301445284,0.8448175301815671,1.2084357712115656,,
2017-08-31,9917.900390625,53.415394090090906,-1,-1.0,0.0033891787742403867,-0.0033891787742403867,0.8419542925401696,1.2125313760773886,,
2017-09-01,9974.400390625,56.72492286376273,-1,-1.0,0.00569677026131532,-0.00569677026131532,0.83715787236504,1.219438888761538,,
2017-09-04,9912.849609375,52.36077360898795,-1,-1.0,-0.006170875324781666,0.006170875324781666,0.8423238692225641,1.2119138834128003,,
2017-09-05,9952.2001953125,54.7572701145434,-1,-1.0,0.003969654285916446,-0.003969654285916446,0.838980134664975,1.2167247625542514,,
2017-09-06,9916.2001953125,52.17154826337508,-1,-1.0,-0.0036172905783141696,0.0036172905783141696,0.8420149696014912,1.2123235155342624,,
2017-09-07,9929.900390625,53.07960014500131,-1,-1.0,0.0013815972895521167,-0.0013815972895521167,0.8408516440017275,1.2139984584173849,,
2017-09-08,9934.7998046875,53.42018409433452,-1,-1.0,0.0004934001218306339,-0.0004934001218306339,0.8404367676981356,1.2145974454046702,,
2017-09-11,10006.0498046875,58.174902903507,-1,-1.0,0.007171760015373785,-0.007171760015373785,0.8344093568921082,1.2233082467983984,,
2017-09-12,10093.0498046875,63.12464275729155,-1,-1.0,0.008694739852208588,-0.008694739852208588,0.8271543846036826,1.233944593763372,,
2017-09-13,10079.2998046875,61.878259420884746,-1,-1.0,-0.0013623236054590704,0.0013623236054590704,0.8282812365471873,1.2322635619154596,,
2017-09-14,10086.599609375,62.30380244064951,-1,-1.0,0.0007242372812548137,-0.0007242372812548137,0.827681364396316,1.2331560131273307,,
2017-09-15,10085.400390625,62.18100188893531,-1,-1.0,-0.00011889227256378643,0.00011889227256378643,0.8277797693146879,1.2330094004065042,,
2017-09-18,10153.099609375,66.22782920122366,-1,-1.0,0.006712596042585561,-0.006712596042585561,0.8222232181110537,1.2412860944281436,,
2017-09-19,10147.5498046875,65.60804503676687,-1,-1.0,-0.0005466118624873895,0.0005466118624873895,0.8226726550756857,1.2406075927241886,,
2017-09-20,10141.150390625,64.8543661142983,-1,-1.0,-0.0006306363787978997,0.0006306363787978997,0.8231914623798186,1.2398252204444038,,
2017-09-21,10121.900390625,62.527478570254374,-1,-1.0,-0.0018982067377479872,0.0018982067377479872,0.8247540499601645,1.2374717758573264,,
2017-09-22,9964.400390625,47.508457841250205,-1,-1.0,-0.01556031910231781,0.01556031910231781,0.8375874861584736,1.2182163201448746,,
2017-09-25,9872.599609375,41.28398203195756,-1,-1.0,-0.009212875602266135,0.009212875602266135,0.8453040754744663,1.2069930447307293,,
2017-09-26,9871.5,41.21432631036365,-1,-1.0,-0.00011137992205778602,0.00011137992205778602,0.8453982253765078,1.206858609939483,,
2017-09-27,9735.75,33.663129483171204,-1,-1.0,-0.013751709466646389,0.013751709466646389,0.857023896155504,1.1902622409682744,,
2017-09-28,9768.9501953125,36.71692962689672,-1,-1.0,0.003410132276660871,-0.003410132276660871,0.8541013313053545,1.194321192653891,,
2017-09-29,9788.599609375,38.52080872681268,-1,-1.0,0.002011415113154058,-0.002011415113154058,0.8523833789794019,1.1967234683507553,,
2017-10-03,9859.5,44.65150000538327,-1,-1.0,0.007243159742390093,-0.007243159742390093,0.8462094300036959,1.2053915275994869,,
2017-10-04,9914.900390625,48.93640839739828,-1,-1.0,0.005618985813175215,-0.005618985813175215,0.84145459122153,1.21216460549239,,
2017-10-05,9888.7001953125,47.08010280211406,-1,-1.0,-0.0026425071639926134,0.0026425071639926134,0.8436781410070073,1.2089614518384382,,
2017-10-06,9979.7001953125,53.655700713134046,-1,-1.0,0.009202422785872022,-0.009202422785872022,0.8359142580582622,1.220086826250077,,
2017-10-09,9988.75,54.264331318717396,-1,-1.0,0.0009068212982741297,-0.0009068212982741297,0.835156233205524,1.2211932269698642,,
2017-10-10,10016.9501953125,56.194876498368,-1,-1.0,0.0028231956263296,-0.0028231956263296,0.8327984237806363,1.224640894347149,,
2017-10-11,9984.7998046875,53.426043445859726,-1,-1.0,-0.0032095987299651796,0.0032095987299651796,0.8354713725439196,1.220710288487989,,
2017-10-12,10096.400390625,60.67018400401115,-1,-1.0,0.011177047924897598,-0.011177047924897598,0.8261332689731162,1.2343542258848348,,
2017-10-13,10167.4501953125,64.46019028597243,-1,-1.0,0.007037142143597297,-0.007037142143597297,0.8203196517297977,1.2430405520279364,,
2017-10-16,10230.849609375,67.47234839304346,-1,-1.0,0.006235527378509298,-0.006235527378509298,0.8152045260823073,1.250791565422704,,
2017-10-17,10234.4501953125,67.64009068854722,-1,-1.0,0.00035193420634405115,-0.00035193420634405115,0.8149176277244125,1.251231761759583,,
2017-10-18,10210.849609375,65.2643439761301,-1,-1.0,-0.0023059945074831445,0.0023059945074831445,0.8167968232979962,1.2483464281893768,,
2017-10-19,10146.5498046875,59.16691903958224,-1,-1.0,-0.006297204164917303,0.006297204164917303,0.8219403596555597,1.240485335862523,,
2017-10-23,10184.849609375,61.47567040014038,-1,-1.0,0.00377466285828576,-0.00377466285828576,0.8188378119082418,1.2451677497860514,,
2017-10-24,10207.7001953125,62.8261499804493,-1,-1.0,0.0022435859942857572,-0.0022435859942857572,0.8170006788618529,1.2479613907100078,,
2017-10-25,10295.349609375,67.52827954160989,-1,-1.0,0.008586597606260904,-0.008586597606260904,0.8099854227884242,1.2586771330001845,,
2017-10-26,10343.7998046875,69.80214294643923,-1,-1.0,0.004706027201677676,-0.004706027201677676,0.8061736093558195,1.264600501826213,,
2017-10-27,10323.0498046875,67.61825532844078,-1,-1.0,-0.002006032637116295,0.002006032637116295,0.8077908199273691,1.262063671946636,,
